taxonomy,exp_id,experiment,sample_type,media,subculture_time,preculture_time,c18positive,c18negative,hilicpositive,culture_source,grouped_taxonomy,kingdom,phylum,class,order,family,genus,species,strain,morphology
Clostridiales sp. 3_1_39B/D5 BEI HM-84,1452,20191107,supernatant,mm,12,36,s04814,s04864,s04763,c0432,Clostridiales,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridiales,,3_1_39B/D5,
Bacteroides dorei CL02T12C06 BEI HM-719,1453,20191107,supernatant,mm,12,36,s04815,s04865,s04764,c0168,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL02T12C06,
Bacteroides dorei CL02T12C06 BEI HM-719,1454,20191107,supernatant,mm,12,36,s04816,s04866,s04765,c0168,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL02T12C06,
Bacteroides dorei CL02T12C06 BEI HM-719,1455,20191107,supernatant,mm,12,36,s04817,s04867,s04766,c0168,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,CL02T12C06,
Clostridium clostridioforme 2_1_49FAA BEI HM-306,1456,20191107,supernatant,mm,12,36,s04818,s04868,s04767,c0046,Clostridium clostridioforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,clostridioforme,2_1_49FAA,
Clostridium clostridioforme 2_1_49FAA BEI HM-306,1457,20191107,supernatant,mm,12,36,s04819,s04869,s04768,c0046,Clostridium clostridioforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,clostridioforme,2_1_49FAA,
Clostridium clostridioforme 2_1_49FAA BEI HM-306,1458,20191107,supernatant,mm,12,36,s04820,s04870,s04769,c0046,Clostridium clostridioforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,clostridioforme,2_1_49FAA,
Bacteroides fragilis NCTC 9343,1459,20191107,supernatant,mm,12,36,s04821,s04871,s04770,c0182,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,,
Bacteroides fragilis NCTC 9343,1460,20191107,supernatant,mm,12,36,s04822,s04872,s04771,c0182,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,,
Bacteroides fragilis NCTC 9343,1461,20191107,supernatant,mm,12,36,s04823,s04873,s04772,c0182,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fragilis,,
Clostridium clostridioforme WAL-7855 BEI HM-317,1462,20191107,supernatant,mm,12,36,s04824,s04874,s04773,c0047,Clostridium clostridioforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,clostridioforme,WAL-7855,
Clostridium clostridioforme WAL-7855 BEI HM-317,1463,20191107,supernatant,mm,12,36,s04825,s04875,s04774,c0047,Clostridium clostridioforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,clostridioforme,WAL-7855,
Clostridium clostridioforme WAL-7855 BEI HM-317,1464,20191107,supernatant,mm,12,36,s04826,s04876,s04775,c0047,Clostridium clostridioforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,clostridioforme,WAL-7855,
Clostridium hathewayi WAL-18680 BEI HM-308,1465,20191107,supernatant,mm,12,36,s04827,s04877,s04776,c0048,Clostridium hathewayi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hathewayi,WAL-18680,
Clostridium hathewayi WAL-18680 BEI HM-308,1466,20191107,supernatant,mm,12,36,s04828,s04878,s04777,c0048,Clostridium hathewayi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hathewayi,WAL-18680,
Clostridium hathewayi WAL-18680 BEI HM-308,1467,20191107,supernatant,mm,12,36,s04829,s04879,s04778,c0048,Clostridium hathewayi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hathewayi,WAL-18680,
Bacteroides plebeius DSMZ 17135,1468,20191107,supernatant,mm,12,36,s04830,s04880,s04779,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Bacteroides plebeius DSMZ 17135,1469,20191107,supernatant,mm,12,36,s04831,s04881,s04780,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Bacteroides plebeius DSMZ 17135,1470,20191107,supernatant,mm,12,36,s04832,s04882,s04781,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Clostridium symbiosum WAL 14673 BEI HM-319,1471,20191107,supernatant,mm,12,36,s04833,s04883,s04782,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,1472,20191107,supernatant,mm,12,36,s04834,s04884,s04783,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,1473,20191107,supernatant,mm,12,36,s04835,s04885,s04784,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Bacteroides thetaiotaomicron wh305,1474,20191107,supernatant,mm,12,36,s04836,s04886,s04785,c0204,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,wh305,
Bacteroides thetaiotaomicron wh305,1475,20191107,supernatant,mm,12,36,s04837,s04887,s04786,c0204,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,wh305,
Bacteroides thetaiotaomicron wh305,1476,20191107,supernatant,mm,12,36,s04838,s04888,s04787,c0204,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,wh305,
Enterococcus faecalis TX1322 BEI HM-202,1477,20191107,supernatant,mm,12,36,s04839,s04889,s04788,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Enterococcus faecalis TX1322 BEI HM-202,1478,20191107,supernatant,mm,12,36,s04840,s04890,s04789,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Enterococcus faecalis TX1322 BEI HM-202,1479,20191107,supernatant,mm,12,36,s04841,s04891,s04790,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Collinsella aerofaciens ATCC 25986,1480,20191107.2,supernatant,mm,24,36,s04983,s04897,s05070,c0252,Collinsella aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,,
Collinsella aerofaciens ATCC 25986,1481,20191107.2,supernatant,mm,24,36,s04984,s04898,s05071,c0252,Collinsella aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,,
Collinsella aerofaciens ATCC 25986,1482,20191107.2,supernatant,mm,24,36,s04985,s04899,s05072,c0252,Collinsella aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,,
Clostridium cadaveris CC88A BEI HM-1041,1483,20191107.2,supernatant,mm,24,36,s04986,s04900,s05073,c0043,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC88A,
Clostridium cadaveris CC88A BEI HM-1041,1484,20191107.2,supernatant,mm,24,36,s04987,s04901,s05074,c0043,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC88A,
Clostridium cadaveris CC88A BEI HM-1041,1485,20191107.2,supernatant,mm,24,36,s04988,s04902,s05075,c0043,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC88A,
Clostridium sporogenes ATCC 15579,1486,20191107.2,supernatant,mm,24,36,s04989,s04903,s05076,c0066,Clostridium sporogenes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,sporogenes,,
Clostridium sporogenes ATCC 15579,1487,20191107.2,supernatant,mm,24,36,s04990,s04904,s05077,c0066,Clostridium sporogenes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,sporogenes,,
Clostridium sporogenes ATCC 15579,1488,20191107.2,supernatant,mm,24,36,s04991,s04905,s05078,c0066,Clostridium sporogenes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,sporogenes,,
Bacteroides eggerthii ATCC 27754,1489,20191107.2,supernatant,mm,24,36,s04992,s04906,s05079,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Bacteroides eggerthii ATCC 27754,1490,20191107.2,supernatant,mm,24,36,s04993,s04907,s05080,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Bacteroides eggerthii ATCC 27754,1491,20191107.2,supernatant,mm,24,36,s04994,s04908,s05081,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Enterococcus faecalis TX1322 BEI HM-202,1492,20191107.2,supernatant,mm,24,36,s04995,s04909,s05082,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Enterococcus faecalis TX1322 BEI HM-202,1493,20191107.2,supernatant,mm,24,36,s04996,s04910,s05083,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Enterococcus faecalis TX1322 BEI HM-202,1494,20191107.2,supernatant,mm,24,36,s04997,s04911,s05084,c0089,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,TX1322,
Proteus penneri ATCC 35198,1495,20191107.2,supernatant,mm,24,36,s04998,s04912,s05085,c0277,Proteus penneri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Proteus,penneri,,
Proteus penneri ATCC 35198,1496,20191107.2,supernatant,mm,24,36,s04999,s04913,s05086,c0277,Proteus penneri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Proteus,penneri,,
Proteus penneri ATCC 35198,1497,20191107.2,supernatant,mm,24,36,s05000,s04914,s05087,c0277,Proteus penneri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Proteus,penneri,,
Fusobacterium ulcerans 12-1B BEI HM-57,1498,20191107.2,supernatant,mm,24,36,s05001,s04915,s05088,c0267,Fusobacterium ulcerans,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,ulcerans,12-1B,
Fusobacterium ulcerans 12-1B BEI HM-57,1499,20191107.2,supernatant,mm,24,36,s05002,s04916,s05089,c0267,Fusobacterium ulcerans,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,ulcerans,12-1B,
Fusobacterium ulcerans 12-1B BEI HM-57,1500,20191107.2,supernatant,mm,24,36,s05003,s04917,s05090,c0267,Fusobacterium ulcerans,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,ulcerans,12-1B,
Bacteroides finegoldii DSMZ 17565,1501,20191107.2,supernatant,mm,24,36,s05004,s04918,s05091,c0177,Bacteroides finegoldii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,finegoldii,,
Bacteroides finegoldii DSMZ 17565,1502,20191107.2,supernatant,mm,24,36,s05005,s04919,s05092,c0177,Bacteroides finegoldii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,finegoldii,,
Bacteroides finegoldii DSMZ 17565,1503,20191107.2,supernatant,mm,24,36,s05006,s04920,s05093,c0177,Bacteroides finegoldii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,finegoldii,,
Parabacteroides johnsonii DSMZ 18315,1504,20191107.2,supernatant,mm,24,36,s05007,s04921,s05094,c0226,Parabacteroides johnsonii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,johnsonii,,
Parabacteroides johnsonii DSMZ 18315,1505,20191107.2,supernatant,mm,24,36,s05008,s04922,s05095,c0226,Parabacteroides johnsonii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,johnsonii,,
Parabacteroides johnsonii DSMZ 18315,1506,20191107.2,supernatant,mm,24,36,s05009,s04923,s05096,c0226,Parabacteroides johnsonii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,johnsonii,,
Providencia rustigianii DSM 4541,1507,20191107.2,supernatant,mm,24,36,s05010,s04924,s05097,c0278,Providencia rustigianii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Providencia,rustigianii,,
Providencia rustigianii DSM 4541,1508,20191107.2,supernatant,mm,24,36,s05011,s04925,s05098,c0278,Providencia rustigianii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Providencia,rustigianii,,
Providencia rustigianii DSM 4541,1509,20191107.2,supernatant,mm,24,36,s05012,s04926,s05099,c0278,Providencia rustigianii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Providencia,rustigianii,,
Mitsuokella multacida DSMZ 20544,1510,20191107.2,supernatant,mm,24,36,s05013,s04927,s05100,c0126,Mitsuokella multacida,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,multacida,,
Mitsuokella multacida DSMZ 20544,1511,20191107.2,supernatant,mm,24,36,s05014,s04928,s05101,c0126,Mitsuokella multacida,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,multacida,,
Mitsuokella multacida DSMZ 20544,1512,20191107.2,supernatant,mm,24,36,s05015,s04929,s05102,c0126,Mitsuokella multacida,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,multacida,,
Ruminococcus gnavus CC55_001C BEI HM-1056,1513,20191107.2,supernatant,mm,24,36,s05016,s04930,s05103,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Ruminococcus gnavus CC55_001C BEI HM-1056,1514,20191107.2,supernatant,mm,24,36,s05017,s04931,s05104,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Ruminococcus gnavus CC55_001C BEI HM-1056,1515,20191107.2,supernatant,mm,24,36,s05018,s04932,s05105,c0140,Ruminococcus gnavus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,gnavus,CC55_001C,
Citrobacter portucalensis 30_2  BEI HM-34,1516,20191107.2,supernatant,mm,24,36,s05019,s04933,s05106,c0272,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,30_2,
Citrobacter portucalensis 30_2  BEI HM-34,1517,20191107.2,supernatant,mm,24,36,s05020,s04934,s05107,c0272,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,30_2,
Citrobacter portucalensis 30_2  BEI HM-34,1518,20191107.2,supernatant,mm,24,36,s05021,s04935,s05108,c0272,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,30_2,
Providencia stuartii ATCC 25827,1519,20191107.2,supernatant,mm,24,36,s05022,s04936,s05109,c0279,Providencia stuartii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Providencia,stuartii,,
Providencia stuartii ATCC 25827,1520,20191107.2,supernatant,mm,24,36,s05023,s04937,s05110,c0279,Providencia stuartii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Providencia,stuartii,,
Providencia stuartii ATCC 25827,1521,20191107.2,supernatant,mm,24,36,s05024,s04938,s05111,c0279,Providencia stuartii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Morganellaceae,Providencia,stuartii,,
Bacteroides uniformis ATCC 8492,1522,20191107.2,supernatant,mm,24,36,s05025,s04939,s05112,c0208,Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis,,
Bacteroides uniformis ATCC 8492,1523,20191107.2,supernatant,mm,24,36,s05026,s04940,s05113,c0208,Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis,,
Bacteroides uniformis ATCC 8492,1524,20191107.2,supernatant,mm,24,36,s05027,s04941,s05114,c0208,Bacteroides uniformis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis,,
Blautia hansenii DSMZ 20583,1525,20191107.2,supernatant,mm,24,36,s05028,s04942,s05115,c0016,Blautia hansenii,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,,
Blautia hansenii DSMZ 20583,1526,20191107.2,supernatant,mm,24,36,s05029,s04943,s05116,c0016,Blautia hansenii,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,,
Blautia hansenii DSMZ 20583,1527,20191107.2,supernatant,mm,24,36,s05030,s04944,s05117,c0016,Blautia hansenii,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,hansenii,,
Citrobacter portucalensis 4_7_47CFAA BEI HM-299,1528,20191107.2,supernatant,mm,24,36,s05031,s04945,s05118,c0270,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,4_7_47CFAA,
Citrobacter portucalensis 4_7_47CFAA BEI HM-299,1529,20191107.2,supernatant,mm,24,36,s05032,s04946,s05119,c0270,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,4_7_47CFAA,
Citrobacter portucalensis 4_7_47CFAA BEI HM-299,1530,20191107.2,supernatant,mm,24,36,s05033,s04947,s05120,c0270,Citrobacter portucalensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,portucalensis,4_7_47CFAA,
Clostridium perfringens WAL-14572 BEI HM-310,1531,20191107.2,supernatant,mm,24,36,s05034,s04948,s05121,c0059,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,WAL-14572,
Clostridium perfringens WAL-14572 BEI HM-310,1532,20191107.2,supernatant,mm,24,36,s05035,s04949,s05122,c0059,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,WAL-14572,
Clostridium perfringens WAL-14572 BEI HM-310,1533,20191107.2,supernatant,mm,24,36,s05036,s04950,s05123,c0059,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,WAL-14572,
Bacteroides thetaiotaomicron VPI 5482,1534,20191107.2,supernatant,mm,24,36,s05037,s04951,s05124,c0206,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,,
Bacteroides thetaiotaomicron VPI 5482,1535,20191107.2,supernatant,mm,24,36,s05038,s04952,s05125,c0206,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,,
Bacteroides thetaiotaomicron VPI 5482,1536,20191107.2,supernatant,mm,24,36,s05039,s04953,s05126,c0206,Bacteroides thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,,
Bacteroides dorei DSMZ 17855,1537,20191107.2,supernatant,mm,24,36,s05040,s04954,s05127,c0170,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,,
Bacteroides dorei DSMZ 17855,1538,20191107.2,supernatant,mm,24,36,s05041,s04955,s05128,c0170,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,,
Bacteroides dorei DSMZ 17855,1539,20191107.2,supernatant,mm,24,36,s05042,s04956,s05129,c0170,Bacteroides dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,,
Citrobacter youngae ATCC 29220,1540,20191107.2,supernatant,mm,24,36,s05043,s04957,s05130,c0271,Citrobacter youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,youngae,,
Citrobacter youngae ATCC 29220,1541,20191107.2,supernatant,mm,24,36,s05044,s04958,s05131,c0271,Citrobacter youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,youngae,,
Citrobacter youngae ATCC 29220,1542,20191107.2,supernatant,mm,24,36,s05045,s04959,s05132,c0271,Citrobacter youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,youngae,,
Enterobacter cancerogenus ATCC 35316,1543,20191107.2,supernatant,mm,24,36,s05046,s04960,s05133,c0276,Enterobacter cancerogenus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,cancerogenus,,
Enterobacter cancerogenus ATCC 35316,1544,20191107.2,supernatant,mm,24,36,s05047,s04961,s05134,c0276,Enterobacter cancerogenus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,cancerogenus,,
Enterobacter cancerogenus ATCC 35316,1545,20191107.2,supernatant,mm,24,36,s05048,s04962,s05135,c0276,Enterobacter cancerogenus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,cancerogenus,,
Parabacteroides distasonis ATCC 8503,1546,20191107.2,supernatant,mm,24,36,s05049,s04963,s05136,c0165,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,,
Parabacteroides distasonis ATCC 8503,1547,20191107.2,supernatant,mm,24,36,s05050,s04964,s05137,c0165,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,,
Parabacteroides distasonis ATCC 8503,1548,20191107.2,supernatant,mm,24,36,s05051,s04965,s05138,c0165,Parabacteroides distasonis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis,,
Clostridium cadaveris CC40_001C BEI HM-1039,1549,20191107.2,supernatant,mm,24,36,s05052,s04966,s05139,c0041,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC40_001C,
Clostridium cadaveris CC40_001C BEI HM-1039,1550,20191107.2,supernatant,mm,24,36,s05053,s04967,s05140,c0041,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC40_001C,
Clostridium cadaveris CC40_001C BEI HM-1039,1551,20191107.2,supernatant,mm,24,36,s05054,s04968,s05141,c0041,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC40_001C,
Eubacterium rectale ATCC 33656,1552,20191107.2,supernatant,mm,24,36,s05055,s04969,s05142,c0100,Eubacterium rectale,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,rectale,,
Eubacterium rectale ATCC 33656,1553,20191107.2,supernatant,mm,24,36,s05056,s04970,s05143,c0100,Eubacterium rectale,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,rectale,,
Eubacterium rectale ATCC 33656,1554,20191107.2,supernatant,mm,24,36,s05057,s04971,s05144,c0100,Eubacterium rectale,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,rectale,,
Clostridium cadaveris CC44_001G BEI HM-1040,1555,20191107.2,supernatant,mm,24,36,s05058,s04972,s05145,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Clostridium cadaveris CC44_001G BEI HM-1040,1556,20191107.2,supernatant,mm,24,36,s05059,s04973,s05146,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Clostridium cadaveris CC44_001G BEI HM-1040,1557,20191107.2,supernatant,mm,24,36,s05060,s04974,s05147,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Fusobacterium nucleatum CTI-2 BEI HM-993,1558,20191107.2,supernatant,mm,24,36,s05061,s04975,s05148,c0264,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,CTI-2,
Fusobacterium nucleatum CTI-2 BEI HM-993,1559,20191107.2,supernatant,mm,24,36,s05062,s04976,s05149,c0264,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,CTI-2,
Fusobacterium nucleatum CTI-2 BEI HM-993,1560,20191107.2,supernatant,mm,24,36,s05063,s04977,s05150,c0264,Fusobacterium nucleatum,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,CTI-2,
Collinsella aerofaciens ATCC 25986,1561,20191107.1,supernatant,paf,26,36,,s05265,s05156,c0252,Collinsella aerofaciens,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciens,,
