id,TGG OTU_ID(ANI0.95),dRep OTU_ID(ANI0.95),Type,Contig_numbers,N50,Genome_length,GC,Completeness,Contamination,Strain_heterogeneity,Num_CDS,Num_Gene,Num_5S_rRNA,Num_16S_rRNA,Num_23S_rRNA,Num_tRNA,Quality_score,Quality_tier_standard(MIMAG，10.1038/nbt.3893),GTDB_classification
MAG_1905ZF6360I3_metabat2_bin.2,TGG_OTU958,90_1,MAG,539,10030,4063298,0.387794,89.46,1.12,33.33,3649,3674,2,0,0,23,83.86,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__
MAG_1908TGLC3_vamb_S1C18925*,TGG_OTU968,99_1,MAG,58,35305,1767333,0.365704,57.53,0,0,1518,1541,0,0,0,23,57.53,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
MAG_1807DKMD3_vamb_S1C12709,TGG_OTU1,1_1,MAG,198,3977,743905,0.437847,52.89,0,0,784,806,0,0,0,22,52.89,Medium,d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__UBA11096;s__
MAG_18PLSC_metabat2_bin.25,TGG_OTU117,201_1,MAG,508,6037,2470022,0.625571,85.04,0,0,2460,2483,0,0,0,22,85.04,Medium,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__Palsa-1515;s__
MAG_1908QYC2_metabat2_bin.77,TGG_OTU137,219_1,MAG,846,3974,2992790,0.574113,70.07,1.99,0,2761,2784,0,0,0,22,60.12,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__;s__
MAG_PRGRI.17_metabat2_bin.39*,TGG_OTU213,287_0,MAG,425,4320,1585073,0.711928,51.27,4.18,66.67,1590,1613,1,0,0,22,30.37,Medium,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__
MAG_18PLSC_maxbin2_bin.13.002,TGG_OTU216,29_1,MAG,1061,3209,2796068,0.41695,57.29,0.16,0,2257,2278,0,0,0,22,56.49,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
MAG_18PLSC_vamb_S1C14587*,TGG_OTU218,291_1,MAG,121,22141,2266541,0.620007,62.99,0,0,2162,2185,0,0,0,22,62.99,Medium,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__;s__
MAG_1908TGLC2_metabat2_bin.41*,TGG_OTU253,32_0,MAG,427,4588,1728598,0.405042,74.79,1.9,80,1570,1594,2,0,0,22,65.29,Medium,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Pelosinaceae;g__;s__
MAG_1908QYC2_metabat2_bin.37,TGG_OTU265,33_1,MAG,469,4629,1903901,0.507891,67.46,2.39,60,1963,1985,0,0,0,22,55.51,Medium,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__;g__;s__
MAG_1908TGLC3_metabat2_bin.98,TGG_OTU288,35_1,MAG,82,9588,657791,0.444273,58.82,1.71,0,677,700,1,0,1,22,50.27,Medium,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__;s__
MAG_TGLI1.17_metabat2_bin.40*,TGG_OTU305,364_0,MAG,438,5338,2002499,0.63135,60.82,0,0,2154,2178,1,0,0,22,60.82,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__
MAG_1807DKMD1_metabat2_bin.105,TGG_OTU367,415_1,MAG,466,5698,1998148,0.687472,54.25,0,0,2030,2056,0,0,0,22,54.25,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
MAG_1907PLC2_vamb_S1C8853,TGG_OTU395,44_1,MAG,161,27513,3540828,0.37332,83.95,0,0,3129,3148,0,0,0,22,83.95,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
MAG_1907PLC3_vamb_S1C9340*,TGG_OTU395,44_1,MAG,90,36874,2902803,0.37302,71.81,0.25,0,2562,2584,0,0,0,22,70.56,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
MAG_1905ZF6675I1_metabat2_bin.10,TGG_OTU431,472_1,MAG,840,3028,2474371,0.649637,68.03,2.12,60,2421,2443,0,0,0,22,57.43,Medium,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__
MAG_1907PLC2_maxbin2_bin.152*,TGG_OTU434,475_0,MAG,1260,2098,2499551,0.664265,65.25,0.88,0,2430,2454,0,0,0,22,60.85,Medium,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__
MAG_TGLSC.20.08_vamb_bins_S1C6693*,TGG_OTU440,480_1,MAG,220,15657,2908915,0.670517,64.48,0,0,2628,2650,0,0,0,22,64.48,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
MAG_1811AZI1_maxbin2_bin.3.001,TGG_OTU451,490_1,MAG,899,6435,4105202,0.660793,95.34,2.98,19.23,3997,4024,0,0,0,22,80.44,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
MAG_1905ZF6675I1_vamb_S1C16251,TGG_OTU485,519_1,MAG,229,17221,2941330,0.70749,69.51,0.26,0,2663,2688,0,0,0,22,68.21,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_190624KS2_metabat2_bin.58*,TGG_OTU502,532_0,MAG,657,4783,2784969,0.580281,60.88,2.12,28.57,2735,2755,0,0,0,22,50.28,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
MAG_KQGRSC.20.08_metabat2_bin.56*,TGG_OTU524,55_0,MAG,924,4927,3828581,0.424225,79.76,4.04,69.23,3086,3109,1,0,0,22,59.56,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
MAG_1611DDSC1_metabat2_bin.24*,TGG_OTU54,145_0,MAG,876,3144,2601866,0.614307,62.15,0.91,0,2493,2516,1,1,0,22,57.6,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__;s__
MAG_1907QMI2_metabat2_bin.42,TGG_OTU626,627_1,MAG,509,3624,1689142,0.689055,59.63,0.48,100,1539,1564,0,0,0,22,57.23,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__
MAG_1908KQGRS_metabat2_bin.60,TGG_OTU65,155_1,MAG,118,19235,1687673,0.396021,95.45,1.1,0,1497,1519,1,0,0,22,89.95,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus urinaeequi
MAG_1908QYC1_metabat2_bin.70*,TGG_OTU659,654_0,MAG,768,3367,2388574,0.630964,67.34,1.64,20,2543,2569,0,0,0,22,59.14,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__
MAG_1907PLC3_vamb_S1C9956,TGG_OTU707,69_1,MAG,503,11622,4080971,0.357583,90.83,3.84,56.25,3405,3426,0,0,0,22,71.63,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcicella;s__
MAG_TGLSC.20.08_metabat2_bin.56*,TGG_OTU72,161_1,MAG,477,10073,3577415,0.528585,66.38,1.72,0,3274,3297,0,0,0,22,57.78,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrella;s__
MAG_1907PLC2_metabat2_bin.90,TGG_OTU722,700_1,MAG,672,3713,2251501,0.633605,72.23,4.21,5.26,2233,2255,0,0,0,22,51.18,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
MAG_1909JMYZI1_metabat2_bin.30,TGG_OTU758,731_1,MAG,609,3277,1856176,0.644228,56.6,0.89,22.22,1849,1872,0,1,0,22,52.15,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__
MAG_RWS.20.06_maxbin2_bin.94*,TGG_OTU79,168_0,MAG,1784,1801,3123943,0.485379,57.13,4.7,0,3358,3383,1,2,2,22,33.63,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__;g__;s__
MAG_1807DKMD3_metabat2_bin.5,TGG_OTU826,789_1,MAG,556,4109,2077836,0.435167,58.74,0.74,100,1867,1889,0,0,0,22,55.04,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__;s__
MAG_1907PLC2_maxbin2_bin.58,TGG_OTU834,795_1,MAG,922,3228,2464966,0.369036,71.8,2.48,12.5,2214,2238,1,0,1,22,59.4,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__
MAG_1908TGLC3_metabat2_bin.71.002,TGG_OTU841,80_1,MAG,483,6654,2516509,0.339231,67.4,3.45,0,2329,2349,0,0,0,22,50.15,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__;s__
MAG_1905ZF6360I3_metabat2_bin.52,TGG_OTU850,807_2,MAG,312,7500,1846064,0.403025,56.38,0,0,1676,1698,0,0,0,22,56.38,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004331285
MAG_1907QMI3_metabat2_bin.62*,TGG_OTU865,820_0,MAG,521,4366,1970999,0.40155,54.08,0,0,1750,1772,0,0,0,22,54.08,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas nigrifaciens
MAG_1908KQGRS2_metabat2_bin.48*,TGG_OTU866,821_0,MAG,499,5579,2456493,0.483583,65.81,1.35,33.33,2238,2260,2,0,0,22,59.06,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Morganella;s__Morganella psychrotolerans_B
MAG_1901QYS_metabat2_bin.23*,TGG_OTU874,829_0,MAG,405,3040,1202114,0.41874,50.89,0,0,1032,1054,0,0,0,22,50.89,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__;s__
MAG_1908KQGRI1_vamb_S1C6145,TGG_OTU879,833_1,MAG,329,9599,2264170,0.408819,92.35,1.79,14.29,2068,2088,0,0,0,22,83.4,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__;s__
MAG_1907PL4S_metabat2_bin.35*,TGG_OTU882,836_0,MAG,438,5904,2123297,0.420471,80.68,2.88,61.54,1944,1966,0,0,0,22,66.28,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__
MAG_TGLI2.17_metabat2_bin.37*,TGG_OTU911,862_0,MAG,445,6653,2412812,0.425753,88.18,4.97,80,2445,2470,2,0,0,22,63.33,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Parageobacillus;s__Parageobacillus toebii
MAG_1901QYI1_vamb_S1C875,TGG_OTU936,876_1,MAG,199,5127,905650,0.508179,66.76,2.22,71.43,908,929,0,0,0,22,55.66,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__
MAG_TGLSC.20.08_metabat2_bin.6*,TGG_OTU965,96_2,MAG,499,5139,2060892,0.367699,57.67,4.16,56,1832,1855,0,0,0,22,36.87,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pelobium;s__
MAG_1807DKMD2_maxbin2_bin.139,TGG_OTU128,211_1,MAG,1070,1749,1825836,0.56025,53.67,0.42,33.33,1812,1835,0,1,2,21,51.57,Medium,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__;s__
MAG_KQGRI2.20.08_vamb_bins_S1C13342*,TGG_OTU168,247_1,MAG,165,20063,2824081,0.50772,66.76,0,0,2494,2515,0,0,0,21,66.76,Medium,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus;s__
MAG_18PLSC_metabat2_bin.134,TGG_OTU170,249_1,MAG,162,8420,1144973,0.503632,73.56,0.53,100,1101,1124,1,0,1,21,70.91,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__PALSA-747;s__
MAG_1905ZF6320I2_maxbin2_bin.2.001,TGG_OTU184,261_1,MAG,91,143359,2445188,0.564802,59.62,0.99,13.04,2339,2361,0,2,2,21,54.67,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
MAG_18PLSC_metabat2_bin.99,TGG_OTU199,275_1,MAG,960,3222,2895868,0.658635,69.22,0.62,25,2755,2780,0,0,0,21,66.12,Medium,d__Bacteria;p__Armatimonadota;c__BOG-944;o__Capsulimonadales;f__Capsulimonadaceae;g__;s__
MAG_1908TGLC2_metabat2_bin.6,TGG_OTU230,301_1,MAG,717,3881,2468143,0.645829,66.5,1.28,0,2553,2576,1,1,1,21,60.1,Medium,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA668;s__
MAG_1907QYI1_vamb_S1C877,TGG_OTU232,303_1,MAG,635,4097,2477717,0.663659,64.28,2.66,0,2637,2661,0,0,0,21,50.98,Medium,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__
MAG_1908TGLC1_metabat2_bin.148,TGG_OTU242,312_1,MAG,555,3020,1566522,0.675587,66.96,2.43,50,1622,1644,0,0,0,21,54.81,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia;s__
MAG_18PLSC_vamb_S1C11015*,TGG_OTU27,121_1,MAG,36,28825,661271,0.317937,81.46,0,0,649,671,0,1,0,21,81.46,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__
MAG_TGLI1.17_metabat2_bin.23,TGG_OTU306,365_1,MAG,306,10009,2405347,0.629645,82.47,3.38,60,2383,2405,1,0,0,21,65.57,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__
MAG_1807DKMD3_metabat2_bin.119,TGG_OTU337,39_1,MAG,438,5931,2085704,0.392767,77.45,1.64,20,1900,1921,0,0,0,21,69.25,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
MAG_1807DKMD2_metabat2_bin.104,TGG_OTU375,422_1,MAG,465,5777,2157692,0.70627,74.25,1.81,22.22,2112,2135,1,0,0,21,65.2,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
MAG_1611DDSC3_metabat2_bin.104*,TGG_OTU40,133_1,MAG,430,6289,2216236,0.495917,67.41,0,0,2009,2031,0,0,0,21,67.41,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__
MAG_1907PLC1_maxbin2_bin.21,TGG_OTU411,454_1,MAG,2074,3100,5392296,0.65878,80.37,3.26,25,5298,5326,0,0,0,21,64.07,Medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
MAG_1907PLC1_metabat2_bin.32*,TGG_OTU411,454_1,MAG,1404,3454,4396057,0.657506,70.91,2.46,25,4199,4226,0,0,0,21,58.61,Medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
MAG_1908NJYTI1_metabat2_bin.38,TGG_OTU431,472_1,MAG,813,3249,2453991,0.65246,69.73,1.27,100,2362,2382,0,0,0,21,63.38,Medium,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__
MAG_TGLI3.17_vamb_bins_S1C19821*,TGG_OTU45,137_1,MAG,88,30871,2224324,0.391584,71.38,0.97,0,1987,2008,0,0,0,21,66.53,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Daejeonella;s__
MAG_1811AZI1_metabat2_bin.91,TGG_OTU451,490_1,MAG,755,6799,3983497,0.662404,93.02,2.88,43.75,3838,3865,0,0,0,21,78.62,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
MAG_1908QYC2_metabat2_bin.49,TGG_OTU457,496_1,MAG,732,4549,2815419,0.668094,80.13,1.71,14.29,2688,2714,0,1,0,21,71.58,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
MAG_1908QYC1_metabat2_bin.22,TGG_OTU457,496_1,MAG,722,4373,2766830,0.669484,76.09,0.23,0,2682,2707,0,0,0,21,74.94,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
MAG_TGLSC.20.08_metabat2_bin.22,TGG_OTU474,51_1,MAG,747,5181,3234471,0.384316,64.28,3.46,50,2669,2690,0,0,0,21,46.98,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
MAG_190624KI1_metabat2_bin.11,TGG_OTU487,520_1,MAG,851,3148,2509732,0.708568,59.67,0,0,2563,2589,0,0,0,21,59.67,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_QYSC.20.08_metabat2_bin.64*,TGG_OTU50,141_1,MAG,1061,3202,3174429,0.585574,50.84,0,0,2977,2998,0,0,0,21,50.84,Medium,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__J036;g__J036;s__
MAG_1907PLC2_metabat2_bin.59,TGG_OTU51,142_1,MAG,842,4620,3412581,0.571026,72.61,0,0,2945,2968,2,1,0,21,72.61,Medium,d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__;s__
MAG_1807DKMD2_metabat2_bin.1,TGG_OTU534,559_1,MAG,459,8416,2995619,0.604636,86.1,2,37.5,2927,2951,0,0,0,21,76.1,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
MAG_1907PLC2_metabat2_bin.115*,TGG_OTU61,151_0,MAG,609,5592,2882718,0.618407,62.42,0.85,0,2781,2803,0,0,0,21,58.17,Medium,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella;s__
MAG_1908QYC1_metabat2_bin.36,TGG_OTU63,153_1,MAG,765,6334,3958986,0.552291,84.79,2.29,25,3529,3550,0,0,0,21,73.34,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__
MAG_RWS.20.06_metabat2_bin.20*,TGG_OTU650,646_0,MAG,297,2850,828598,0.473937,55.33,1.72,0,835,856,0,0,0,21,46.73,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__UBA5976;g__UBA5976;s__
MAG_1905ZF6400I1_metabat2_bin.43,TGG_OTU723,701_1,MAG,722,3054,2081184,0.622604,64.67,0.9,25,2134,2156,0,0,0,21,60.17,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
MAG_1611DDSC3_metabat2_bin.82,TGG_OTU785,753_1,MAG,276,7708,1646509,0.557301,59.08,0.99,60,1658,1676,0,0,0,21,54.13,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__
MAG_TGLSC.20.08_metabat2_bin.74,TGG_OTU788,756_1,MAG,417,5350,1827158,0.563737,61.99,4.68,73.33,1965,1986,0,1,0,21,38.59,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__
MAG_1907PLC1_maxbin2_bin.55.002,TGG_OTU793,760_1,MAG,564,11185,3288765,0.662775,61.06,1.98,0,3193,3213,1,1,0,21,51.16,Medium,d__Bacteria;p__Chloroflexota;c__UBA5177;o__;f__;g__;s__
MAG_1807DKMD1_maxbin2_bin.52.002*,TGG_OTU812,778_0,MAG,1573,2665,3656378,0.499333,70.21,2.63,46.15,3196,3216,0,0,0,21,57.06,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Phormidesmis_A;s__
MAG_PRGRI.17_vamb_bins_S1C10260*,TGG_OTU820,784_1,MAG,102,23730,1791782,0.654036,63.79,1.72,0,1722,1743,0,0,0,21,55.19,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SCUD01;s__
MAG_MGGQSC.20.08_vamb_bins_S1C9929*,TGG_OTU821,785_1,MAG,174,14502,2267153,0.501008,66.16,0.47,50,2175,2197,0,0,0,21,63.81,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__
MAG_1907PL4S_metabat2_bin.26,TGG_OTU881,835_1,MAG,328,8979,2284649,0.407145,88.36,0.85,0,2149,2171,0,0,0,21,84.11,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__
MAG_1907QMI3_metabat2_bin.48,TGG_OTU945,884_1,MAG,78,9586,642609,0.446318,58.83,0,0,629,651,1,1,1,21,58.83,Medium,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__
MAG_190624KSD_metabat2_bin.12*,TGG_OTU95,182_0,MAG,896,5236,3856752,0.58152,56.03,0.86,0,3478,3500,0,0,0,21,51.73,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__
MAG_QYSC.20.08_vamb_bins_S1C11666,TGG_OTU957,9_1,MAG,197,9299,1442350,0.50862,53.79,0,0,1317,1338,0,0,0,21,53.79,Medium,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
MAG_1811AZI1_metabat2_bin.94,TGG_OTU198,274_1,MAG,1105,3935,3856738,0.642598,70.4,0,0,3758,3780,1,0,0,20,70.4,Medium,d__Bacteria;p__Armatimonadota;c__BOG-944;o__Capsulimonadales;f__Capsulimonadaceae;g__;s__
MAG_TGLI3.17_vamb_bins_S1C13628,TGG_OTU221,294_1,MAG,154,15220,1946416,0.627272,78.15,0.17,0,1977,1998,0,0,0,20,77.3,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__
MAG_TGLI2.17_vamb_bins_S1C11053,TGG_OTU221,294_1,MAG,94,22014,1671787,0.628068,58.62,0,0,1708,1728,0,0,0,20,58.62,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__
MAG_1908KQGRS1_metabat2_bin.44.002,TGG_OTU269,333_1,MAG,119,44232,3471089,0.70836,66.38,0.86,100,3248,3278,0,0,0,20,62.08,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__
MAG_1908TGLC2_metabat2_bin.131,TGG_OTU337,39_1,MAG,434,4699,1755304,0.390055,68.15,1.15,66.67,1580,1599,0,1,0,20,62.4,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
MAG_190624KS3_metabat2_bin.2,TGG_OTU394,439_1,MAG,409,4995,1719593,0.63147,60.67,0,0,1751,1771,0,0,0,20,60.67,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__UBA10887;s__
MAG_1807DKMD2_metabat2_bin.109,TGG_OTU41,133_2,MAG,426,4430,1726253,0.497349,56.11,0,0,1556,1577,0,0,0,20,56.11,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__
MAG_1811AZI1_vamb_S1C6042*,TGG_OTU43,135_1,MAG,325,11588,2859736,0.52688,76.21,1.72,0,2594,2615,0,1,0,20,67.61,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UKL13-2;g__UKL13-2;s__
MAG_1907QYI1_metabat2_bin.50,TGG_OTU452,491_1,MAG,848,2791,2299256,0.670945,61.73,1.36,25,2367,2388,0,1,0,20,54.93,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
MAG_1611DDSC2_metabat2_bin.77*,TGG_OTU453,492_0,MAG,765,3142,2289624,0.669376,64.04,1.49,0,2366,2391,0,1,0,20,56.59,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
MAG_18PLSC_maxbin2_bin.12,TGG_OTU46,138_1,MAG,500,2141,1022738,0.470465,64.77,1.89,50,1038,1059,0,1,0,20,55.32,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__GWE2-51-13;s__
