"column1","column2","column3","column4","column5","column6","column7","column8"
"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Myxococcaceae","MAG_1907PLC2_maxbin2_bin.52",,
"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Myxococcaceae","MAG_1907PLC2_metabat2_bin.80*",,
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Palsa-1104","f__Palsa-1104","MAG_1907PLC3_metabat2_bin.119*",,
"d__Bacteria","p__Acidobacteriota","c__Thermoanaerobaculia","o__UBA5704","f__UBA5704","MAG_1907QYI1_maxbin2_bin.29.001*",,
"d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","f__Deinococcaceae","g__Deinococcus","s__Deinococcus sp002017875","MAG_1908KQGRS_metabat2_bin.24"
"d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","f__Deinococcaceae","g__Deinococcus","MAG_1908KQGRI1_metabat2_bin.25",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rhizobacter","MAG_1907PLC3_metabat2_bin.79*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rhizobacter","MAG_1611DDSC2_metabat2_bin.47",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rhizobacter","MAG_QYI.20.08_metabat2_bin.119*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rubrivivax","MAG_1807DKMD1_metabat2_bin.112*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Vitreoscilla_A","MAG_1907PLC2_metabat2_bin.50*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1905ZF6675I1_metabat2_bin.37",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1907PL4I1_vamb_S1C5319*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1907NJYTS_metabat2_bin.2",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_190624KS1_vamb_S1C445*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","MAG_RWS.20.06_metabat2_bin.39*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","MAG_1906TGLS_vamb_S1C9042*",
"d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__SBR1031","f__UBA2796","MAG_1907PLC3_vamb_S1C7647*",,
"d__Bacteria","p__UBP7","MAG_1908TGLI4_metabat2_bin.20",,,,,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","MAG_1908QYC3_metabat2_bin.137*",,
"d__Bacteria","p__Armatimonadota","c__Chthonomonadetes","o__Chthonomonadales","f__Chthonomonadaceae","MAG_1907PLC3_metabat2_bin.105*",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Rhodanobacteraceae","g__Rudaea","MAG_18PLSC_metabat2_bin.131",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Pseudorhodobacter_B","MAG_QYI.20.08_metabat2_bin.29*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylobacillus","s__Methylobacillus glycogenes","MAG_1905ZF6320I2_vamb_S1C3085"
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Planctomycetales","f__Planctomycetaceae","g__SXXK01","MAG_PRGRI.17_vamb_bins_S1C12412*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","MAG_18PLSC_metabat2_bin.129",,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","MAG_1907PLC2_metabat2_bin.63",,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__BOG-908","MAG_1811AZI1_metabat2_bin.72*",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__GWE2-51-13","MAG_18PLSC_vamb_S1C5196*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__BOG-908","MAG_1811AZI1_metabat2_bin.35",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Spirosoma","MAG_1907QMS_metabat2_bin.36",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Spirosoma","MAG_1908KQGRS_metabat2_bin.56",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Arcicella","MAG_1907PLC2_metabat2_bin.121",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","MAG_1611DDSC1_maxbin2_bin.30",,,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1908KQGRS1_vamb_S1C7176",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingorhabdus_B","MAG_1807DKMD1_vamb_S1C8824.002",
"d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Chthoniobacterales","f__UBA6821","g__UBA6821","MAG_1907PLC2_metabat2_bin.133",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","MAG_1907PLC2_metabat2_bin.1",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Phormidesmis_A","s__Phormidesmis_A priestleyi_B","MAG_1907PLC2_vamb_S1C1734"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Agitococcus","MAG_1907QMI2_metabat2_bin.20",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Cyanobacteriales","f__Chamaesiphonaceae","MAG_1908TGLC1_vamb_S1C9803",,
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Cyanobacteriales","f__Chamaesiphonaceae","g__Chamaesiphon","MAG_1907PLC2_maxbin2_bin.54.002",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Nostoc","MAG_1907PLC1_metabat2_bin.95",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter sp900168255","MAG_1907QMI3_metabat2_bin.3*"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter guillouiae","MAG_1907QMI3_metabat2_bin.61.001"
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cytophagaceae","g__Cytophaga","MAG_1807DKMD2_vamb_S1C17141*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__Legionella","MAG_1905ZF6360I3_metabat2_bin.55",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__Legionella_C","MAG_1808QTI1_metabat2_bin.4*",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Planococcus","MAG_1807DKMD2_metabat2_bin.68",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__AWTP1-31","MAG_TGLI1.17_vamb_bins_S1C1776",,
"d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__BOG-234","MAG_1907PLC2_metabat2_bin.23",
"d__Bacteria","p__Aquificota","c__Aquificae","o__Aquificales","f__Aquificaceae","g__UBA11096","MAG_1807DKMD1_vamb_S1C3828",
"d__Bacteria","p__Aquificota","c__Aquificae","o__Aquificales","f__Aquificaceae","g__UBA11096","MAG_1908TGLC2_vamb_S1C3431",
"d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Opitutales","f__Opitutaceae","g__Tous-C4FEB","MAG_1908QYC3_metabat2_bin.122*",
"d__Archaea","p__Thermoproteota","c__Thermoproteia","o__Thermoproteales","f__Thermoproteaceae","MAG_1611DDSC2_maxbin2_bin.79",,
"d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Ga0077553","MAG_1908QYC3_metabat2_bin.89*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium piscis","MAG_1909JMYZI2_vamb_S1C14853"
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_1908QYC1_metabat2_bin.50",,
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Isosphaerales","f__Isosphaeraceae","MAG_TGLI2.17_vamb_bins_S1C5893",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","MAG_18PLSC_metabat2_bin.33",,,
"d__Bacteria","p__Armatimonadota","c__BOG-944","o__Capsulimonadales","MAG_1907PLC3_metabat2_bin.46*",,,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","MAG_1908TGLC1_vamb_S1C16149*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Saprospiraceae","MAG_1811AZI1_maxbin2_bin.19",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","MAG_1908KQGRS3_metabat2_bin.48",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1907QMI2_metabat2_bin.31",
"d__Bacteria","p__Patescibacteria","c__ABY1","o__BM507","f__UBA12465","MAG_18PLSC_vamb_S1C15276*",,
"d__Bacteria","p__Armatimonadota","c__BOG-944","o__Capsulimonadales","f__Capsulimonadaceae","MAG_1907PLC2_metabat2_bin.9",,
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Nocardioidaceae","g__Aeromicrobium","MAG_KQGRI2.20.08_vamb_bins_S1C13583*",
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__Ilumatobacteraceae","g__Ilumatobacter","MAG_1807DKMD2_metabat2_bin.63.002",
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__Ilumatobacteraceae","g__VFMC01","MAG_1908TGLC3_metabat2_bin.94",
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__Ilumatobacteraceae","g__VFMC01","MAG_1807DKMD3_maxbin2_bin.58",
"d__Bacteria","p__Bacteroidota","c__Rhodothermia","o__Rhodothermales","f__MEBICO9517","MAG_MGGQSC.20.08_vamb_bins_S1C9705*",,
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Arthrobacter_I","MAG_1908TGLC3_metabat2_bin.82",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__UBA4664","f__UBA4664","g__UBA5169","MAG_1907PLC3_metabat2_bin.118*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylobacterium","s__Methylobacterium aquaticum_B","MAG_1908KQGRS1_metabat2_bin.28.002"
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Paludibacteraceae","g__Paludibacter","MAG_18PLSC_metabat2_bin.72*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__UBA6715","MAG_TGLI3.17_vamb_bins_S1C3577",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Cryobacterium","MAG_TGLI1.17_maxbin2_bin.0",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Schumannella","MAG_18PLSC_metabat2_bin.54",
"d__Bacteria","p__Bdellovibrionota","c__Bacteriovoracia","o__Bacteriovoracales","f__Bacteriovoracaceae","g__UBA4096","MAG_1909JMYZI1_vamb_S1C262",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Ga0077523","MAG_1908QYC2_metabat2_bin.150",,
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Palsa-1104","f__Palsa-1104","MAG_1907PLC3_metabat2_bin.59*",,
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","MAG_1808QTI1_metabat2_bin.28*",,
"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__40CM-4-68-19","MAG_1907PLC3_vamb_S1C11396*",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Ferruginibacter","MAG_1907PLC1_metabat2_bin.43*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rhizobacter","MAG_QYI.20.08_maxbin2_bin.26",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__GWE2-51-13","MAG_QYSC.20.08_vamb_bins_S1C8237",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Aquabacterium","MAG_1907QMI2_vamb_S1C11686",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__UBA4665","MAG_1907PLC3_metabat2_bin.94*",,
"d__Bacteria","p__Armatimonadota","c__BOG-944","o__Capsulimonadales","f__Capsulimonadaceae","MAG_18PLSC_maxbin2_bin.92.001",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","MAG_1907QMI2_metabat2_bin.27*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","MAG_QTS.20.06_metabat2_bin.28*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rhodoferax","MAG_1908TGLC3_vamb_S1C9989",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Rhodoferax","MAG_1908TGLC1_vamb_S1C9122*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Janthinobacterium","MAG_1907QMI3_vamb_S1C10756",
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","MAG_1907PLC3_vamb_S1C5356*",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","MAG_1611DDS_metabat2_bin.60*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","MAG_1908QYC2_metabat2_bin.52",,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","f__Rhodobacteraceae","g__Cypionkella","MAG_1611DDSC1_metabat2_bin.66",
"d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","MAG_QYSC.20.08_metabat2_bin.84*",,,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","MAG_18PLSC_metabat2_bin.83*",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Spirosoma","MAG_1906TGLS_maxbin2_bin.52",
"d__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__ARK-15","f__ARK-15","g__ARK-15","MAG_1611DDSC2_metabat2_bin.84*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Arcicella","MAG_1907PLC2_vamb_S1C8753",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__UBA1936","MAG_1908TGLC3_metabat2_bin.51",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp004354345","MAG_1907NJYTS1_metabat2_bin.20"
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","MAG_1611DDSC3_maxbin2_bin.64",,,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","MAG_TGLSC.20.08_vamb_bins_S1C2660*",,,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","MAG_1901QYI1_vamb_S1C2948"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingorhabdus_B","MAG_1611DDSC1_maxbin2_bin.3",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingorhabdus_B","MAG_1611DDS_maxbin2_bin.0",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Micavibrionales","f__Micavibrionaceae","g__UBA1573","MAG_1908QYC3_metabat2_bin.117",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","MAG_1908TGLC3_metabat2_bin.42",,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Rubritepida","MAG_1908QYC3_metabat2_bin.56*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Rubritepida","MAG_1908QYC2_metabat2_bin.110",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Phormidesmis_A","s__Phormidesmis_A priestleyi_B","MAG_1907PLC3_metabat2_bin.72*"
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Alkalinema","MAG_QYI.20.08_metabat2_bin.126*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Lentimicrobiaceae","MAG_QYSC.20.08_metabat2_bin.29",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp004331285","MAG_1905ZF6280I1_metabat2_bin.32"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__Legionella","MAG_1905ZF6280I1_metabat2_bin.20",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__Legionella","MAG_1905ZF6280I1_vamb_S1C141",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__Legionella","MAG_1905ZF6360I3_vamb_S1C35*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","MAG_1907QMI1_maxbin2_bin.15",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Hymenobacteraceae","g__Hymenobacter","MAG_1811AZI1_metabat2_bin.12",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylotenera","MAG_1811AZI1_vamb_S1C4061",
"d__Bacteria","p__Acidobacteriota","c__Blastocatellia","o__Pyrinomonadales","f__Pyrinomonadaceae","g__GCA-002050365","MAG_KQGRSC.20.08_vamb_bins_S1C10402*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Palsa-1005","MAG_TGLSC.20.08_metabat2_bin.40",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","MAG_KQGRI2.20.08_metabat2_bin.77",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Hymenobacteraceae","g__Hymenobacter","MAG_1907QMI3_metabat2_bin.71",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__UBA4665","g__UBA4729","MAG_1811AZI1_metabat2_bin.95",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__UBA1547","MAG_1907QMI1_vamb_S1C8127",
"d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-113","MAG_1907PLC3_metabat2_bin.138",
"d__Bacteria","p__Patescibacteria","c__Microgenomatia","o__Shapirobacterales","f__UBA12405","g__UBA2283","MAG_QYSC.20.08_metabat2_bin.20*",
"d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Akkermansiaceae","g__UBA1315","MAG_18PLSC_maxbin2_bin.79.001",
"d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","MAG_1807DKMD1_metabat2_bin.96*",,,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_1807DKMD2_metabat2_bin.80",,
"d__Bacteria","p__Bdellovibrionota","c__Oligoflexia","o__Oligoflexales","f__Oligoflexaceae","g__Oligoflexus","MAG_KQGRI2.20.08_metabat2_bin.70",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Nanopelagicales","f__Nanopelagicaceae","g__PALSA-747","MAG_1907PLC3_metabat2_bin.1",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1907NJYTS_metabat2_bin.16",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1907QMI1_metabat2_bin.20",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Nocardioidaceae","g__Aeromicrobium","MAG_1907QMI3_metabat2_bin.13",
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__Microtrichaceae","g__IMCC26207","MAG_1807DKMD3_metabat2_bin.21*",
"d__Archaea","p__Thermoproteota","c__Thermoproteia","o__Thermoproteales","f__Thermoproteaceae","g__Pyrobaculum","MAG_1908TGLC2_metabat2_bin.34*",
"d__Bacteria","p__Firmicutes_B","c__TC1","o__TC1","f__TC1","MAG_1908TGLC3_metabat2_bin.46",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__SIRW01","MAG_TGLI2.17_vamb_bins_S1C7362",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__UBA8139","MAG_TGLI1.17_vamb_bins_S1C6497",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__Ilumatobacteraceae","g__UBA3006","s__UBA3006 sp001438985","MAG_RWS.20.06_metabat2_bin.38*"
"d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Chthoniobacterales","MAG_TGLSC.20.08_vamb_bins_S1C4289*",,,
"d__Bacteria","p__Planctomycetota","c__Phycisphaerae","o__Phycisphaerales","f__SM1A02","MAG_1908QYC3_metabat2_bin.30*",,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Tardiphaga","s__Tardiphaga sp007018905","MAG_1908TGLS3_metabat2_bin.14"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__UBA10887","MAG_TGLI2.17_vamb_bins_S1C10961",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Palsa-955","MAG_TGLI3.17_maxbin2_bin.10",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Cryobacterium","s__Cryobacterium flavum","MAG_1908KQGRI1_metabat2_bin.16*"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Schumannella","MAG_1907PLC1_metabat2_bin.80",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Ferruginibacter","MAG_1808QTI1_metabat2_bin.14*",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__SCTD01","g__SCTD01","MAG_MGGQSC.20.08_metabat2_bin.17*",
"d__Bacteria","p__Bdellovibrionota","c__Bacteriovoracia","o__Bacteriovoracales","f__Bacteriovoracaceae","g__UBA4096","MAG_1909JMYZI1_metabat2_bin.59",
"d__Bacteria","p__Bdellovibrionota","c__Bacteriovoracia","o__Bacteriovoracales","f__Bacteriovoracaceae","g__UBA4096","MAG_1909JMYZI2_metabat2_bin.54*",
"d__Bacteria","p__Bdellovibrionota","c__Bacteriovoracia","o__Bacteriovoracales","f__Bacteriovoracaceae","g__UBA4096","MAG_1909JMYZI2_vamb_S1C922",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Angustibacteraceae","MAG_1807DKMD1_maxbin2_bin.9",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Ga0077523","MAG_1908QYC3_metabat2_bin.80",,
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Palsa-1104","f__Palsa-1104","MAG_1907PLC2_maxbin2_bin.74.001",,
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Sorangium","MAG_1901QYI1_metabat2_bin.5.002*",
"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__40CM-4-68-19","g__40CM-4-68-19","MAG_1907PLC3_maxbin2_bin.58",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Ferruginibacter","MAG_1807DKMD3_maxbin2_bin.42.002",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Aquabacterium","s__Aquabacterium sp001770725","MAG_1907NJYTI1_maxbin2_bin.14.002"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_190624KS1_metabat2_bin.12*",
